Total_Deaths,Total_Transforms,Total_PlayTime,CP26_Deaths,CP26_Transforms,CP26_PlayTime,CP30_Deaths,CP30_Transforms,CP30_PlayTime,CP34_Deaths,CP34_Transforms,CP34_PlayTime,CP21_Deaths,CP21_Transforms,CP21_PlayTime,CP33_Deaths,CP33_Transforms,CP33_PlayTime,CP35_Deaths,CP35_Transforms,CP35_PlayTime,CP22_Deaths,CP22_Transforms,CP22_PlayTime,CP24_Deaths,CP24_Transforms,CP24_PlayTime,CP27_Deaths,CP27_Transforms,CP27_PlayTime,CP31_Deaths,CP31_Transforms,CP31_PlayTime,CP25_Deaths,CP25_Transforms,CP25_PlayTime,CP28_Deaths,CP28_Transforms,CP28_PlayTime,CP32_Deaths,CP32_Transforms,CP32_PlayTime,CP36_Deaths,CP36_Transforms,CP36_PlayTime,CP20_Deaths,CP20_Transforms,CP20_PlayTime,CP19_Deaths,CP19_Transforms,CP19_PlayTime,CP1_Deaths,CP1_Transforms,CP1_PlayTime,CP17_Deaths,CP17_Transforms,CP17_PlayTime,CP8_Deaths,CP8_Transforms,CP8_PlayTime
16,0,1912.039,0,0,11.063,0,0,2.697,0,0,17.579,0,0,9.658,0,0,4.561,0,0,9.579,0,0,23.958,0,0,7.667,0,0,3.198,0,0,5.441,1,0,59.485,0,0,4.173,0,0,6.794,0,0,17.239,0,0,57.952,8,0,154.541,4,0,71.821,0,0,1412.585,3,0,32.055
