Total_Deaths,Total_Transforms,Total_PlayTime,CP26_Deaths,CP26_Transforms,CP26_PlayTime,CP30_Deaths,CP30_Transforms,CP30_PlayTime,CP34_Deaths,CP34_Transforms,CP34_PlayTime,CP21_Deaths,CP21_Transforms,CP21_PlayTime,CP29_Deaths,CP29_Transforms,CP29_PlayTime,CP33_Deaths,CP33_Transforms,CP33_PlayTime,CP35_Deaths,CP35_Transforms,CP35_PlayTime,CP22_Deaths,CP22_Transforms,CP22_PlayTime,CP24_Deaths,CP24_Transforms,CP24_PlayTime,CP27_Deaths,CP27_Transforms,CP27_PlayTime,CP31_Deaths,CP31_Transforms,CP31_PlayTime,CP25_Deaths,CP25_Transforms,CP25_PlayTime,CP28_Deaths,CP28_Transforms,CP28_PlayTime,CP32_Deaths,CP32_Transforms,CP32_PlayTime,CP36_Deaths,CP36_Transforms,CP36_PlayTime,CP20_Deaths,CP20_Transforms,CP20_PlayTime,CP19_Deaths,CP19_Transforms,CP19_PlayTime,CP1_Deaths,CP1_Transforms,CP1_PlayTime,CP17_Deaths,CP17_Transforms,CP17_PlayTime,CP8_Deaths,CP8_Transforms,CP8_PlayTime,CP2_Deaths,CP2_Transforms,CP2_PlayTime,CP3_Deaths,CP3_Transforms,CP3_PlayTime,CP4_Deaths,CP4_Transforms,CP4_PlayTime,CP6_Deaths,CP6_Transforms,CP6_PlayTime,CP7_Deaths,CP7_Transforms,CP7_PlayTime,CP9_Deaths,CP9_Transforms,CP9_PlayTime,CP16_Deaths,CP16_Transforms,CP16_PlayTime,CP10_Deaths,CP10_Transforms,CP10_PlayTime,CP11_Deaths,CP11_Transforms,CP11_PlayTime,CP12_Deaths,CP12_Transforms,CP12_PlayTime,CP13_Deaths,CP13_Transforms,CP13_PlayTime,CP14_Deaths,CP14_Transforms,CP14_PlayTime,CP15_Deaths,CP15_Transforms,CP15_PlayTime,CP23_Deaths,CP23_Transforms,CP23_PlayTime,CP18_Deaths,CP18_Transforms,CP18_PlayTime
27,0,774.192,0,0,11.462,0,0,2.020,0,0,7.898,0,0,6.140,0,0,3.501,0,0,3.562,0,0,9.100,0,0,25.075,0,0,6.606,0,0,3.954,0,0,3.004,0,0,9.255,0,0,4.654,3,0,22.953,1,0,28.894,1,0,24.616,4,0,52.329,0,0,36.961,0,0,3.601,0,0,15.169,0,0,16.194,0,0,17.411,1,0,45.444,2,0,31.833,1,0,31.857,5,0,76.371,1,0,28.950,0,0,6.574,1,0,19.895,0,0,12.877,3,0,54.255,4,0,65.503,0,0,9.344,0,0,14.928,0,0,62.001
