Total_Deaths,Total_Transforms,Total_PlayTime,CP999_Deaths,CP999_Transforms,CP999_PlayTime,CP998_Deaths,CP998_Transforms,CP998_PlayTime,CP997_Deaths,CP997_Transforms,CP997_PlayTime
2,26,86.833,1,12,46.950,0,0,0.822,0,0,0.943
