Total_Deaths,Total_Transforms,Total_PlayTime,CP999_Deaths,CP999_Transforms,CP999_PlayTime,CP998_Deaths,CP998_Transforms,CP998_PlayTime
2,11,38.676,2,11,30.125,0,0,8.551
