Total_Deaths,Total_Transforms,Total_PlayTime,CP999_Deaths,CP999_Transforms,CP999_PlayTime,CP996_Deaths,CP996_Transforms,CP996_PlayTime,CP995_Deaths,CP995_Transforms,CP995_PlayTime,CP996_Deaths,CP996_Transforms,CP996_PlayTime
13,28,221.167,0,0,6.343,0,0,3.599,5,0,26.734,0,0,4.862
