Total_Deaths,Total_Transforms,Total_PlayTime,CP1_Deaths,CP1_Transforms,CP1_PlayTime,CP2_Deaths,CP2_Transforms,CP2_PlayTime,CP3_Deaths,CP3_Transforms,CP3_PlayTime,CP4_Deaths,CP4_Transforms,CP4_PlayTime
4,24,142.343,1,5,47.284,0,4,21.142,1,8,26.190,0,0,0.554
