Total_Deaths,Total_Transforms,Total_PlayTime,CP26_Deaths,CP26_Transforms,CP26_PlayTime,CP30_Deaths,CP30_Transforms,CP30_PlayTime,CP34_Deaths,CP34_Transforms,CP34_PlayTime,CP21_Deaths,CP21_Transforms,CP21_PlayTime,CP29_Deaths,CP29_Transforms,CP29_PlayTime,CP33_Deaths,CP33_Transforms,CP33_PlayTime,CP35_Deaths,CP35_Transforms,CP35_PlayTime,CP22_Deaths,CP22_Transforms,CP22_PlayTime,CP24_Deaths,CP24_Transforms,CP24_PlayTime,CP27_Deaths,CP27_Transforms,CP27_PlayTime,CP31_Deaths,CP31_Transforms,CP31_PlayTime,CP25_Deaths,CP25_Transforms,CP25_PlayTime
2,0,190.439,0,0,12.291,1,0,6.377,0,0,15.340,0,0,7.401,0,0,3.978,0,0,4.764,0,0,10.317,0,0,26.184,0,0,62.920,0,0,5.440,0,0,4.178,1,0,31.249
