Total_Deaths,Total_Transforms,Total_PlayTime,CP1_Deaths,CP1_Transforms,CP1_PlayTime,CP4_Deaths,CP4_Transforms,CP4_PlayTime,CP6_Deaths,CP6_Transforms,CP6_PlayTime,CP7_Deaths,CP7_Transforms,CP7_PlayTime
1,6,42.542,0,0,10.910,0,0,1.719,0,3,10.713,1,0,3.910
