Total_Deaths,Total_Transforms,Total_PlayTime,CP26_Deaths,CP26_Transforms,CP26_PlayTime,CP30_Deaths,CP30_Transforms,CP30_PlayTime,CP34_Deaths,CP34_Transforms,CP34_PlayTime,CP21_Deaths,CP21_Transforms,CP21_PlayTime,CP33_Deaths,CP33_Transforms,CP33_PlayTime,CP35_Deaths,CP35_Transforms,CP35_PlayTime,CP22_Deaths,CP22_Transforms,CP22_PlayTime,CP24_Deaths,CP24_Transforms,CP24_PlayTime,CP27_Deaths,CP27_Transforms,CP27_PlayTime,CP31_Deaths,CP31_Transforms,CP31_PlayTime,CP25_Deaths,CP25_Transforms,CP25_PlayTime,CP28_Deaths,CP28_Transforms,CP28_PlayTime,CP32_Deaths,CP32_Transforms,CP32_PlayTime,CP36_Deaths,CP36_Transforms,CP36_PlayTime,CP20_Deaths,CP20_Transforms,CP20_PlayTime,CP19_Deaths,CP19_Transforms,CP19_PlayTime,CP1_Deaths,CP1_Transforms,CP1_PlayTime,CP17_Deaths,CP17_Transforms,CP17_PlayTime,CP8_Deaths,CP8_Transforms,CP8_PlayTime,CP2_Deaths,CP2_Transforms,CP2_PlayTime,CP3_Deaths,CP3_Transforms,CP3_PlayTime,CP4_Deaths,CP4_Transforms,CP4_PlayTime,CP5_Deaths,CP5_Transforms,CP5_PlayTime,CP6_Deaths,CP6_Transforms,CP6_PlayTime,CP7_Deaths,CP7_Transforms,CP7_PlayTime,CP9_Deaths,CP9_Transforms,CP9_PlayTime,CP16_Deaths,CP16_Transforms,CP16_PlayTime,CP10_Deaths,CP10_Transforms,CP10_PlayTime,CP11_Deaths,CP11_Transforms,CP11_PlayTime,CP12_Deaths,CP12_Transforms,CP12_PlayTime,CP13_Deaths,CP13_Transforms,CP13_PlayTime,CP14_Deaths,CP14_Transforms,CP14_PlayTime,CP15_Deaths,CP15_Transforms,CP15_PlayTime,CP23_Deaths,CP23_Transforms,CP23_PlayTime,CP18_Deaths,CP18_Transforms,CP18_PlayTime
59,0,1120.427,0,0,13.523,3,0,11.544,1,0,18.714,0,0,8.780,0,0,2.998,0,0,9.624,1,0,43.415,0,0,5.904,1,0,8.877,0,0,3.863,1,0,17.525,0,0,5.087,5,0,34.622,1,0,13.628,0,0,15.660,1,0,35.246,6,0,73.773,3,0,18.762,5,0,83.330,0,0,12.915,11,0,137.427,0,0,93.860,0,0,1.573,1,0,33.485,0,0,14.702,6,0,120.826,4,0,44.973,0,0,8.427,0,0,12.340,4,0,42.936,0,0,25.722,4,0,68.565,0,0,13.204,1,0,18.051,0,0,46.541
