Total_Deaths,Total_Transforms,Total_PlayTime,CP1_Deaths,CP1_Transforms,CP1_PlayTime,CP2_Deaths,CP2_Transforms,CP2_PlayTime,CP3_Deaths,CP3_Transforms,CP3_PlayTime,CP4_Deaths,CP4_Transforms,CP4_PlayTime,CP6_Deaths,CP6_Transforms,CP6_PlayTime,CP7_Deaths,CP7_Transforms,CP7_PlayTime,CP301_Deaths,CP301_Transforms,CP301_PlayTime,CP302_Deaths,CP302_Transforms,CP302_PlayTime,CP303_Deaths,CP303_Transforms,CP303_PlayTime,CP304_Deaths,CP304_Transforms,CP304_PlayTime,CP5_Deaths,CP5_Transforms,CP5_PlayTime
5,48,242.465,1,16,53.432,0,1,18.202,3,8,26.015,0,0,0.367,0,3,10.145,0,3,9.490,0,0,0.120,0,2,7.783,0,0,0.244,0,0,0.101,0,0,2.882
