Total_Deaths,Total_Transforms,Total_PlayTime,CP999_Deaths,CP999_Transforms,CP999_PlayTime,CP998_Deaths,CP998_Transforms,CP998_PlayTime
0,5,191.334,0,5,18.430,0,0,1.022
