Total_Deaths,Total_Transforms,Total_PlayTime,CP999_Deaths,CP999_Transforms,CP999_PlayTime,CP0_Deaths,CP0_Transforms,CP0_PlayTime
1,1,29.578,0,0,8.882,0,0,3.440
