Total_Deaths,Total_Transforms,Total_PlayTime,CP26_Deaths,CP26_Transforms,CP26_PlayTime,CP30_Deaths,CP30_Transforms,CP30_PlayTime,CP34_Deaths,CP34_Transforms,CP34_PlayTime
3,0,117.448,0,0,45.817,3,0,15.347,0,0,56.283
