Total_Deaths,Total_Transforms,Total_PlayTime,CP999_Deaths,CP999_Transforms,CP999_PlayTime,CP998_Deaths,CP998_Transforms,CP998_PlayTime
2,15,81.880,0,5,19.488,0,0,0.763
