Total_Deaths,Total_Transforms,Total_PlayTime,CP999_Deaths,CP999_Transforms,CP999_PlayTime,CP0_Deaths,CP0_Transforms,CP0_PlayTime
0,0,20.183,0,0,7.384,0,0,4.224
