Total_Deaths,Total_Transforms,Total_PlayTime,CP999_Deaths,CP999_Transforms,CP999_PlayTime,CP998_Deaths,CP998_Transforms,CP998_PlayTime,CP997_Deaths,CP997_Transforms,CP997_PlayTime
11,50,194.175,1,19,53.322,0,0,1.141,0,0,2.199
